Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-18 14:30:00-04:00,221.4958953857422,221.85000610351562,218.92999267578125,221.5,221.5,7309128
2024-09-18 15:30:00-04:00,221.5399932861328,221.80999755859375,219.8800048828125,220.69000244140625,220.69000244140625,6247706
2024-09-19 09:30:00-04:00,225.0,229.60000610351562,224.63999938964844,229.4949951171875,229.4949951171875,18240508
2024-09-19 10:30:00-04:00,229.58999633789062,229.74000549316406,227.66000366210938,228.49000549316406,228.49000549316406,8846328
2024-09-19 11:30:00-04:00,228.48460388183594,229.17999267578125,228.0,228.9949951171875,228.9949951171875,5729594
2024-09-19 12:30:00-04:00,228.99000549316406,229.3300018310547,228.72079467773438,229.17010498046875,229.17010498046875,4098355
2024-09-19 13:30:00-04:00,229.17689514160156,229.45570373535156,228.39999389648438,228.8699951171875,228.8699951171875,4410441
2024-09-19 14:30:00-04:00,228.8699951171875,229.49000549316406,228.76010131835938,229.46719360351562,229.46719360351562,4815301
2024-09-19 15:30:00-04:00,229.4600067138672,229.58999633789062,228.2899932861328,228.82000732421875,228.82000732421875,7376731
2024-09-20 09:30:00-04:00,230.1300048828125,231.16000366210938,229.3011016845703,230.0345001220703,230.0345001220703,28984531
2024-09-20 10:30:00-04:00,230.02999877929688,230.5800018310547,229.1999969482422,229.77000427246094,229.77000427246094,12497143
2024-09-20 11:30:00-04:00,229.75999450683594,231.74000549316406,229.74000549316406,231.72999572753906,231.72999572753906,7914719
2024-09-20 12:30:00-04:00,231.72000122070312,231.9199981689453,230.61000061035156,230.75,230.75,6485883
2024-09-20 13:30:00-04:00,230.74000549316406,231.25999450683594,229.60000610351562,229.77720642089844,229.77720642089844,7870480
2024-09-20 14:30:00-04:00,229.77000427246094,232.0,229.5,231.97500610351562,231.97500610351562,10546962
2024-09-20 15:30:00-04:00,231.97500610351562,233.08999633789062,227.6199951171875,228.52999877929688,228.52999877929688,25542112
2024-09-23 09:30:00-04:00,227.33999633789062,228.07000732421875,225.86000061035156,228.00999450683594,228.00999450683594,13371841
2024-09-23 10:30:00-04:00,228.00999450683594,229.4499969482422,227.6300048828125,228.6533966064453,228.6533966064453,6527900
2024-09-23 11:30:00-04:00,228.66000366210938,228.89999389648438,226.92999267578125,226.94000244140625,226.94000244140625,3575768
2024-09-23 12:30:00-04:00,226.94000244140625,227.41000366210938,226.62010192871094,226.74000549316406,226.74000549316406,3228628
2024-09-23 13:30:00-04:00,226.74899291992188,227.17999267578125,226.50999450683594,226.67999267578125,226.67999267578125,2921492
2024-09-23 14:30:00-04:00,226.69000244140625,226.75999450683594,225.89999389648438,226.2899932861328,226.2899932861328,3625613
2024-09-23 15:30:00-04:00,226.27999877929688,226.6999969482422,225.80999755859375,226.4499969482422,226.4499969482422,4397453
2024-09-24 09:30:00-04:00,228.64500427246094,229.35000610351562,226.0500030517578,226.07000732421875,226.07000732421875,7586055
2024-09-24 10:30:00-04:00,226.07000732421875,227.47999572753906,225.74000549316406,227.01210021972656,227.01210021972656,4155816
2024-09-24 11:30:00-04:00,227.02000427246094,227.73939514160156,226.6999969482422,227.5500030517578,227.5500030517578,2884573
2024-09-24 12:30:00-04:00,227.5399932861328,227.75999450683594,226.80999755859375,227.24000549316406,227.24000549316406,2149179
2024-09-24 13:30:00-04:00,227.24220275878906,227.47999572753906,226.80999755859375,226.8791046142578,226.8791046142578,1936488
2024-09-24 14:30:00-04:00,226.8699951171875,227.08999633789062,226.5399932861328,227.0260009765625,227.0260009765625,1999556
2024-09-24 15:30:00-04:00,227.0399932861328,227.5,226.3699951171875,227.36000061035156,227.36000061035156,4656959
2024-09-25 09:30:00-04:00,225.25,227.2899932861328,224.61000061035156,226.38499450683594,226.38499450683594,8474136
2024-09-25 10:30:00-04:00,226.27000427246094,226.79989624023438,225.3800048828125,225.4499969482422,225.4499969482422,4105730
2024-09-25 11:30:00-04:00,225.39999389648438,225.98989868164062,225.32000732421875,225.87010192871094,225.87010192871094,2773314
2024-09-25 12:30:00-04:00,225.86000061035156,226.02000427246094,225.27000427246094,225.36000061035156,225.36000061035156,2776012
2024-09-25 13:30:00-04:00,225.35000610351562,225.4499969482422,224.02999877929688,224.89999389648438,224.89999389648438,4550963
2024-09-25 14:30:00-04:00,224.88999938964844,225.32000732421875,224.76499938964844,225.25990295410156,225.25990295410156,2750104
2024-09-25 15:30:00-04:00,225.25,226.44000244140625,225.19000244140625,226.30999755859375,226.30999755859375,4052788
2024-09-26 09:30:00-04:00,227.0,227.09970092773438,225.88999938964844,226.89999389648438,226.89999389648438,8068048
2024-09-26 10:30:00-04:00,226.91000366210938,228.5,226.52999877929688,227.3896942138672,227.3896942138672,5650385
2024-09-26 11:30:00-04:00,227.38650512695312,227.82000732421875,226.67999267578125,227.30999755859375,227.30999755859375,2992378
2024-09-26 12:30:00-04:00,227.31500244140625,227.39999389648438,226.6699981689453,227.15499877929688,227.15499877929688,1819367
2024-09-26 13:30:00-04:00,227.15499877929688,227.7100067138672,226.9709930419922,227.7050018310547,227.7050018310547,2270366
2024-09-26 14:30:00-04:00,227.7100067138672,227.86500549316406,227.46200561523438,227.5749969482422,227.5749969482422,2387943
2024-09-26 15:30:00-04:00,227.5800018310547,227.7899932861328,226.99000549316406,227.6199951171875,227.6199951171875,3934449
2024-09-27 09:30:00-04:00,229.0,229.52000427246094,227.99000549316406,228.96499633789062,228.96499633789062,7075016
2024-09-27 10:30:00-04:00,228.96499633789062,229.07000732421875,227.83999633789062,228.1300048828125,228.1300048828125,4071369
2024-09-27 11:30:00-04:00,228.1199951171875,228.25,227.3000030517578,228.14999389648438,228.14999389648438,3339358
2024-09-27 12:30:00-04:00,228.13999938964844,228.6199951171875,227.9199981689453,227.9949951171875,227.9949951171875,1914209
2024-09-27 13:30:00-04:00,227.99000549316406,228.52000427246094,227.80999755859375,227.89500427246094,227.89500427246094,2008696
2024-09-27 14:30:00-04:00,227.89999389648438,228.19000244140625,227.52999877929688,227.80999755859375,227.80999755859375,2165156
2024-09-27 15:30:00-04:00,227.82000732421875,228.0,227.5500030517578,227.82000732421875,227.82000732421875,3703154
2024-09-30 09:30:00-04:00,231.0,232.34120178222656,230.30999755859375,230.97999572753906,230.97999572753906,11787517
2024-09-30 10:30:00-04:00,230.97000122070312,232.04989624023438,230.75,231.89999389648438,231.89999389648438,4589294
2024-09-30 11:30:00-04:00,232.02000427246094,232.53829956054688,231.8300018310547,232.1199951171875,232.1199951171875,3947937
2024-09-30 12:30:00-04:00,232.1199951171875,232.1999969482422,231.30999755859375,231.64500427246094,231.64500427246094,2500766
2024-09-30 13:30:00-04:00,231.64999389648438,232.0,230.5500030517578,231.00999450683594,231.00999450683594,3105354
2024-09-30 14:30:00-04:00,231.0,231.91000366210938,230.77639770507812,231.22000122070312,231.22000122070312,3385830
2024-09-30 15:30:00-04:00,231.2050018310547,233.0,231.11000061035156,233.0,233.0,9077998
2024-10-01 09:30:00-04:00,228.5,228.77000427246094,224.66000366210938,224.9600067138672,224.9600067138672,18785859
2024-10-01 10:30:00-04:00,224.6999969482422,225.5,224.52000427246094,225.47500610351562,225.47500610351562,7238550
2024-10-01 11:30:00-04:00,225.47000122070312,225.94000244140625,225.0500030517578,225.31300354003906,225.31300354003906,5236262
2024-10-01 12:30:00-04:00,225.3000030517578,225.39500427246094,223.74000549316406,223.92999267578125,223.92999267578125,4629057
2024-10-01 13:30:00-04:00,223.92999267578125,225.63999938964844,223.83999633789062,225.4600067138672,225.4600067138672,4115947
2024-10-01 14:30:00-04:00,225.44000244140625,226.1884002685547,225.24600219726562,226.1501007080078,226.1501007080078,4202375
2024-10-01 15:30:00-04:00,226.14999389648438,226.33999633789062,225.87570190429688,226.25999450683594,226.25999450683594,5044106
2024-10-02 09:30:00-04:00,225.88999938964844,226.11000061035156,223.02999877929688,225.4199981689453,225.4199981689453,9385176
2024-10-02 10:30:00-04:00,225.39999389648438,226.60000610351562,225.27000427246094,226.2050018310547,226.2050018310547,4586645
2024-10-02 11:30:00-04:00,226.22000122070312,227.0500030517578,226.1649932861328,226.95199584960938,226.95199584960938,3954712
2024-10-02 12:30:00-04:00,226.9499969482422,227.03939819335938,226.58999633789062,226.95989990234375,226.95989990234375,2173028
2024-10-02 13:30:00-04:00,226.94000244140625,227.17999267578125,226.35000610351562,226.82000732421875,226.82000732421875,2418335
2024-10-02 14:30:00-04:00,226.8000030517578,227.3300018310547,226.64999389648438,227.24000549316406,227.24000549316406,2105356
2024-10-02 15:30:00-04:00,227.22500610351562,227.3699951171875,226.69009399414062,226.80999755859375,226.80999755859375,2793983
2024-10-03 09:30:00-04:00,225.24000549316406,226.8000030517578,224.72000122070312,224.8350067138672,224.8350067138672,6220681
2024-10-03 10:30:00-04:00,224.80999755859375,225.52999877929688,224.26499938964844,224.87420654296875,224.87420654296875,4150076
2024-10-03 11:30:00-04:00,224.88839721679688,225.3699951171875,224.8300018310547,225.07119750976562,225.07119750976562,3280055
2024-10-03 12:30:00-04:00,225.08999633789062,225.09629821777344,223.3238983154297,223.8350067138672,223.8350067138672,3492200
2024-10-03 13:30:00-04:00,223.83999633789062,224.40989685058594,223.70010375976562,223.84010314941406,223.84010314941406,1911305
2024-10-03 14:30:00-04:00,223.8350067138672,224.0399932861328,223.50010681152344,223.6999969482422,223.6999969482422,2380663
2024-10-03 15:30:00-04:00,223.7100067138672,225.83999633789062,223.66000366210938,225.6699981689453,225.6699981689453,5709739
2024-10-04 09:30:00-04:00,227.88999938964844,228.0,224.3800048828125,224.510498046875,224.510498046875,8338473
2024-10-04 10:30:00-04:00,224.49000549316406,225.5399932861328,224.13999938964844,224.55999755859375,224.55999755859375,4171900
2024-10-04 11:30:00-04:00,224.52999877929688,225.57000732421875,224.3249969482422,224.9499969482422,224.9499969482422,3129678
2024-10-04 12:30:00-04:00,224.9571075439453,225.47999572753906,224.8675994873047,225.10009765625,225.10009765625,1978865
2024-10-04 13:30:00-04:00,225.1199951171875,225.35000610351562,224.5500030517578,225.08999633789062,225.08999633789062,2430951
2024-10-04 14:30:00-04:00,225.08999633789062,226.19000244140625,225.0399932861328,226.09010314941406,226.09010314941406,3128943
2024-10-04 15:30:00-04:00,226.09500122070312,226.97999572753906,225.92999267578125,226.77999877929688,226.77999877929688,4791908
2024-10-07 09:30:00-04:00,224.4600067138672,225.5399932861328,224.05499267578125,225.32000732421875,225.32000732421875,7846943
2024-10-07 10:30:00-04:00,225.31500244140625,225.69000244140625,224.47999572753906,225.0601043701172,225.0601043701172,3155397
2024-10-07 11:30:00-04:00,225.0800018310547,225.27999877929688,224.07000732421875,224.25999450683594,224.25999450683594,2733871
2024-10-07 12:30:00-04:00,224.25,224.57000732421875,223.80999755859375,223.80999755859375,223.80999755859375,2471325
2024-10-07 13:30:00-04:00,223.82000732421875,224.05999755859375,223.39999389648438,223.74989318847656,223.74989318847656,2377594
2024-10-07 14:30:00-04:00,223.72999572753906,223.72999572753906,222.22999572753906,222.56500244140625,222.56500244140625,4495723
2024-10-07 15:30:00-04:00,222.56399536132812,222.6300048828125,221.3350067138672,221.72000122070312,221.72000122070312,4695507
2024-10-08 09:30:00-04:00,224.30999755859375,225.8800048828125,223.25,224.89999389648438,224.89999389648438,8969276
2024-10-08 10:30:00-04:00,224.89759826660156,225.9600067138672,224.66000366210938,225.3300018310547,225.3300018310547,3802538
2024-10-08 11:30:00-04:00,225.33929443359375,225.60000610351562,224.74000549316406,224.82000732421875,224.82000732421875,2178501
2024-10-08 12:30:00-04:00,224.8300018310547,225.0,224.22239685058594,224.74000549316406,224.74000549316406,1971901
2024-10-08 13:30:00-04:00,224.74000549316406,225.11500549316406,224.66000366210938,224.92970275878906,224.92970275878906,1560837
2024-10-08 14:30:00-04:00,224.9199981689453,225.58999633789062,224.77999877929688,225.27000427246094,225.27000427246094,2592549
2024-10-08 15:30:00-04:00,225.27000427246094,225.97500610351562,225.23500061035156,225.77999877929688,225.77999877929688,3794652
2024-10-09 09:30:00-04:00,225.1699981689453,227.1699981689453,224.8300018310547,227.10000610351562,227.10000610351562,6790643
2024-10-09 10:30:00-04:00,227.10000610351562,228.2899932861328,226.97000122070312,228.19000244140625,228.19000244140625,4601032
2024-10-09 11:30:00-04:00,228.2100067138672,228.7100067138672,228.08200073242188,228.7100067138672,228.7100067138672,3064533
2024-10-09 12:30:00-04:00,228.72000122070312,229.03990173339844,228.52000427246094,228.86000061035156,228.86000061035156,2317434
2024-10-09 13:30:00-04:00,228.83999633789062,229.6699981689453,228.02999877929688,229.6300048828125,229.6300048828125,2705052
2024-10-09 14:30:00-04:00,229.6199951171875,229.62989807128906,228.8000030517578,229.07420349121094,229.07420349121094,3361168
2024-10-09 15:30:00-04:00,229.07000732421875,229.75,229.05999755859375,229.50999450683594,229.50999450683594,3238655
2024-10-10 09:30:00-04:00,227.77999877929688,228.82980346679688,227.1699981689453,228.2554931640625,228.2554931640625,6391325
2024-10-10 10:30:00-04:00,228.2364044189453,228.39599609375,227.6300048828125,228.2899932861328,228.2899932861328,3150593
2024-10-10 11:30:00-04:00,228.2899932861328,229.22999572753906,228.13999938964844,228.7100067138672,228.7100067138672,2234297
2024-10-10 12:30:00-04:00,228.72500610351562,228.73910522460938,228.12030029296875,228.5,228.5,1857916
2024-10-10 13:30:00-04:00,228.49000549316406,228.8000030517578,228.0399932861328,228.32000732421875,228.32000732421875,1786905
2024-10-10 14:30:00-04:00,228.32000732421875,228.94500732421875,228.07000732421875,228.85499572753906,228.85499572753906,1924289
2024-10-10 15:30:00-04:00,228.85499572753906,229.5,228.80499267578125,229.02999877929688,229.02999877929688,3089900
2024-10-11 09:30:00-04:00,229.32000732421875,229.41000366210938,227.33999633789062,228.75999450683594,228.75999450683594,6270537
2024-10-11 10:30:00-04:00,228.74000549316406,229.19000244140625,227.7899932861328,227.97500610351562,227.97500610351562,3392321
2024-10-11 11:30:00-04:00,227.9700927734375,228.11000061035156,227.66000366210938,227.83009338378906,227.83009338378906,3047535
2024-10-11 12:30:00-04:00,227.8300018310547,227.98500061035156,227.41000366210938,227.83999633789062,227.83999633789062,2091191
2024-10-11 13:30:00-04:00,227.8249969482422,228.4499969482422,227.5800018310547,228.19500732421875,228.19500732421875,2354655
2024-10-11 14:30:00-04:00,228.19500732421875,228.97000122070312,228.05999755859375,228.69000244140625,228.69000244140625,2828890
2024-10-11 15:30:00-04:00,228.68870544433594,228.75999450683594,227.5,227.52000427246094,227.52000427246094,3955806
2024-10-14 09:30:00-04:00,228.6999969482422,231.30999755859375,228.60000610351562,230.68499755859375,230.68499755859375,8542412
2024-10-14 10:30:00-04:00,230.68499755859375,230.8800048828125,229.14999389648438,229.69000244140625,229.69000244140625,3661063
2024-10-14 11:30:00-04:00,229.67999267578125,230.52920532226562,229.42999267578125,230.24949645996094,230.24949645996094,2488171
2024-10-14 12:30:00-04:00,230.25999450683594,230.6063995361328,230.1999969482422,230.42999267578125,230.42999267578125,1601087
2024-10-14 13:30:00-04:00,230.41000366210938,230.55029296875,230.05999755859375,230.4600067138672,230.4600067138672,2240039
2024-10-14 14:30:00-04:00,230.48350524902344,231.44679260253906,230.4499969482422,231.22259521484375,231.22259521484375,3574497
2024-10-14 15:30:00-04:00,231.22000122070312,231.72779846191406,231.0399932861328,231.3000030517578,231.3000030517578,4541236
2024-10-15 09:30:00-04:00,233.58999633789062,237.49000549316406,232.3699951171875,235.82000732421875,235.82000732421875,21113589
2024-10-15 10:30:00-04:00,235.82000732421875,236.1300048828125,234.67010498046875,235.431396484375,235.431396484375,8085291
2024-10-15 11:30:00-04:00,235.42999267578125,236.2899932861328,234.5500030517578,234.75999450683594,234.75999450683594,5436418
2024-10-15 12:30:00-04:00,234.75,235.1999969482422,233.85000610351562,234.02000427246094,234.02000427246094,3242105
2024-10-15 13:30:00-04:00,233.96400451660156,234.47000122070312,233.5,233.94000244140625,233.94000244140625,3554666
2024-10-15 14:30:00-04:00,233.94000244140625,234.0800018310547,233.0449981689453,233.24000549316406,233.24000549316406,3377696
2024-10-15 15:30:00-04:00,233.25,234.0699005126953,232.80999755859375,233.8000030517578,233.8000030517578,5720018
2024-10-16 09:30:00-04:00,231.6199951171875,232.1199951171875,229.85000610351562,230.72970581054688,230.72970581054688,10626875
2024-10-16 10:30:00-04:00,230.7100067138672,231.13999938964844,230.0500030517578,230.5850067138672,230.5850067138672,3846997
2024-10-16 11:30:00-04:00,230.5800018310547,230.95989990234375,230.06100463867188,230.33999633789062,230.33999633789062,3420832
2024-10-16 12:30:00-04:00,230.34500122070312,231.2899932861328,230.32000732421875,230.90989685058594,230.90989685058594,2259958
2024-10-16 13:30:00-04:00,230.90989685058594,231.36000061035156,230.5800018310547,231.11000061035156,231.11000061035156,2251178
2024-10-16 14:30:00-04:00,231.10000610351562,231.6199951171875,230.97999572753906,231.61500549316406,231.61500549316406,2354257
2024-10-16 15:30:00-04:00,231.6199951171875,231.92999267578125,231.22000122070312,231.75,231.75,3021398
2024-10-17 09:30:00-04:00,233.44000244140625,233.85000610351562,230.52999877929688,232.4138946533203,232.4138946533203,7775579
2024-10-17 10:30:00-04:00,232.41000366210938,232.48989868164062,231.1999969482422,232.25999450683594,232.25999450683594,2860182
2024-10-17 11:30:00-04:00,232.25999450683594,232.8040008544922,232.0500030517578,232.25,232.25,2263962
2024-10-17 12:30:00-04:00,232.24000549316406,232.52999877929688,232.02999877929688,232.3874053955078,232.3874053955078,2159812
2024-10-17 13:30:00-04:00,232.39999389648438,232.5800018310547,231.27499389648438,231.5865020751953,231.5865020751953,2722249
2024-10-17 14:30:00-04:00,231.5800018310547,232.11000061035156,231.3699951171875,231.7550048828125,231.7550048828125,2566480
2024-10-17 15:30:00-04:00,231.7550048828125,232.3300018310547,231.63999938964844,232.25999450683594,232.25999450683594,3485679
2024-10-18 09:30:00-04:00,235.8800048828125,236.0500030517578,234.02000427246094,234.77000427246094,234.77000427246094,17238560
2024-10-18 10:30:00-04:00,234.75999450683594,235.14999389648438,234.27499389648438,235.0399932861328,235.0399932861328,4579796
2024-10-18 11:30:00-04:00,235.0399932861328,235.33999633789062,234.75,234.99000549316406,234.99000549316406,4353306
2024-10-18 12:30:00-04:00,234.99000549316406,235.85000610351562,234.94000244140625,235.24000549316406,235.24000549316406,2973498
2024-10-18 13:30:00-04:00,235.24000549316406,235.75,235.04159545898438,235.52999877929688,235.52999877929688,2317890
2024-10-18 14:30:00-04:00,235.52499389648438,235.63999938964844,235.02999877929688,235.3000030517578,235.3000030517578,2651508
2024-10-18 15:30:00-04:00,235.2899932861328,235.3000030517578,234.8000030517578,234.97999572753906,234.97999572753906,3233611
2024-10-21 09:30:00-04:00,234.4499969482422,235.99000549316406,234.4499969482422,235.6699981689453,235.6699981689453,7360513
2024-10-21 10:30:00-04:00,235.6699981689453,236.10000610351562,235.1199951171875,235.4199981689453,235.4199981689453,5509527
2024-10-21 11:30:00-04:00,235.39999389648438,236.60499572753906,235.28500366210938,236.27999877929688,236.27999877929688,3915718
2024-10-21 12:30:00-04:00,236.3000030517578,236.61500549316406,236.11399841308594,236.37010192871094,236.37010192871094,2531558
2024-10-21 13:30:00-04:00,236.3800048828125,236.85000610351562,236.1999969482422,236.22500610351562,236.22500610351562,2198486
2024-10-21 14:30:00-04:00,236.22999572753906,236.27000427246094,235.88999938964844,236.13499450683594,236.13499450683594,2196498
2024-10-21 15:30:00-04:00,236.13499450683594,236.5800018310547,235.82749938964844,236.5800018310547,236.5800018310547,3275560
2024-10-22 09:30:00-04:00,233.8300018310547,234.1999969482422,232.61000061035156,233.91000366210938,233.91000366210938,10307807
2024-10-22 10:30:00-04:00,233.90499877929688,234.4499969482422,233.47000122070312,234.39950561523438,234.39950561523438,3560805
2024-10-22 11:30:00-04:00,234.40069580078125,234.90989685058594,234.1300048828125,234.1699981689453,234.1699981689453,2234313
2024-10-22 12:30:00-04:00,234.19000244140625,235.0800018310547,234.14999389648438,234.85000610351562,234.85000610351562,3239691
2024-10-22 13:30:00-04:00,234.85000610351562,236.0050048828125,234.84500122070312,235.31320190429688,235.31320190429688,3270200
2024-10-22 14:30:00-04:00,235.3300018310547,235.74000549316406,235.17999267578125,235.6999969482422,235.6999969482422,1919543
2024-10-22 15:30:00-04:00,235.6999969482422,236.19000244140625,235.6999969482422,235.86000061035156,235.86000061035156,3335830
2024-10-23 09:30:00-04:00,234.32000732421875,235.1439971923828,233.80999755859375,234.72000122070312,234.72000122070312,6240289
2024-10-23 10:30:00-04:00,234.72000122070312,235.11990356445312,233.3249969482422,233.5,233.5,3486087
2024-10-23 11:30:00-04:00,233.49000549316406,233.7362060546875,229.63999938964844,229.69000244140625,229.69000244140625,12888223
2024-10-23 12:30:00-04:00,229.6699981689453,230.25,228.92999267578125,230.05499267578125,230.05499267578125,6554954
2024-10-23 13:30:00-04:00,230.02000427246094,230.07000732421875,227.75999450683594,228.6199951171875,228.6199951171875,4848232
2024-10-23 14:30:00-04:00,228.60000610351562,229.80990600585938,228.50999450683594,229.6750030517578,229.6750030517578,3897807
2024-10-23 15:30:00-04:00,229.6999969482422,230.86000061035156,229.61000061035156,230.75,230.75,4272929
2024-10-24 09:30:00-04:00,229.91700744628906,230.39999389648438,228.41000366210938,229.80999755859375,229.80999755859375,7720502
2024-10-24 10:30:00-04:00,229.85000610351562,230.3800048828125,229.22999572753906,229.82000732421875,229.82000732421875,3120118
2024-10-24 11:30:00-04:00,229.82000732421875,230.0399932861328,228.6699981689453,229.51939392089844,229.51939392089844,3095463
2024-10-24 12:30:00-04:00,229.52000427246094,230.82000732421875,229.52000427246094,230.27000427246094,230.27000427246094,2497557
2024-10-24 13:30:00-04:00,230.27999877929688,230.5399932861328,230.0399932861328,230.4600067138672,230.4600067138672,1809617
2024-10-24 14:30:00-04:00,230.42999267578125,230.80999755859375,230.1199951171875,230.52999877929688,230.52999877929688,1900378
2024-10-24 15:30:00-04:00,230.5399932861328,230.8000030517578,230.22000122070312,230.57000732421875,230.57000732421875,2953907
2024-10-25 09:30:00-04:00,229.74000549316406,232.42990112304688,229.57000732421875,232.1300048828125,232.1300048828125,8235944
2024-10-25 10:30:00-04:00,232.1199951171875,233.1999969482422,232.1199951171875,232.22999572753906,232.22999572753906,4138746
2024-10-25 11:30:00-04:00,232.22999572753906,232.73199462890625,231.75999450683594,232.7100067138672,232.7100067138672,3211126
2024-10-25 12:30:00-04:00,232.73500061035156,232.94000244140625,231.52999877929688,231.8574981689453,231.8574981689453,2367087
2024-10-25 13:30:00-04:00,231.8300018310547,231.97149658203125,231.07000732421875,231.83999633789062,231.83999633789062,2818009
2024-10-25 14:30:00-04:00,231.84689331054688,232.1999969482422,231.3699951171875,231.6199951171875,231.6199951171875,2642893
2024-10-25 15:30:00-04:00,231.64999389648438,231.8000030517578,231.11000061035156,231.39999389648438,231.39999389648438,3572932
2024-10-28 09:30:00-04:00,233.31500244140625,234.5500030517578,232.5500030517578,233.6345977783203,233.6345977783203,7460256
2024-10-28 10:30:00-04:00,233.6199951171875,234.3300018310547,233.22000122070312,233.5500030517578,233.5500030517578,3740019
2024-10-28 11:30:00-04:00,233.5500030517578,234.31500244140625,233.14999389648438,234.3101043701172,234.3101043701172,2911796
2024-10-28 12:30:00-04:00,234.30999755859375,234.72999572753906,233.93260192871094,234.42999267578125,234.42999267578125,2874054
2024-10-28 13:30:00-04:00,234.4250030517578,234.64500427246094,233.91000366210938,233.9149932861328,233.9149932861328,1760124
2024-10-28 14:30:00-04:00,233.91000366210938,234.11000061035156,233.57000732421875,233.97000122070312,233.97000122070312,2014045
2024-10-28 15:30:00-04:00,233.9600067138672,233.98129272460938,233.11000061035156,233.49000549316406,233.49000549316406,4008212
2024-10-29 09:30:00-04:00,233.19500732421875,234.05499267578125,232.32000732421875,233.05999755859375,233.05999755859375,6668061
2024-10-29 10:30:00-04:00,233.0500030517578,233.69000244140625,233.0399932861328,233.27000427246094,233.27000427246094,3007074
2024-10-29 11:30:00-04:00,233.25999450683594,233.58999633789062,233.0200958251953,233.10000610351562,233.10000610351562,2252024
2024-10-29 12:30:00-04:00,233.10499572753906,234.2100067138672,233.02000427246094,233.88999938964844,233.88999938964844,2623926
2024-10-29 13:30:00-04:00,233.9199981689453,234.13999938964844,233.75999450683594,233.97000122070312,233.97000122070312,1696611
2024-10-29 14:30:00-04:00,233.98500061035156,234.2198944091797,233.8800048828125,234.1999969482422,234.1999969482422,3638890
2024-10-29 15:30:00-04:00,234.2050018310547,234.32000732421875,233.5399932861328,233.75,233.75,3460514
2024-10-30 09:30:00-04:00,232.6199951171875,233.2299041748047,231.69000244140625,231.86000061035156,231.86000061035156,8472341
2024-10-30 10:30:00-04:00,231.8668975830078,231.9499969482422,230.5050048828125,231.55499267578125,231.55499267578125,5454960
2024-10-30 11:30:00-04:00,231.55999755859375,231.6649932861328,231.05999755859375,231.1999053955078,231.1999053955078,3239280
2024-10-30 12:30:00-04:00,231.1999969482422,231.38999938964844,230.22999572753906,230.24110412597656,230.24110412597656,2657234
2024-10-30 13:30:00-04:00,230.2449951171875,231.0,229.8704071044922,230.64999389648438,230.64999389648438,3567357
2024-10-30 14:30:00-04:00,230.62010192871094,230.94000244140625,230.1699981689453,230.72999572753906,230.72999572753906,2963500
2024-10-30 15:30:00-04:00,230.72999572753906,230.83999633789062,229.55999755859375,230.13999938964844,230.13999938964844,6851304
2024-10-31 09:30:00-04:00,229.22999572753906,229.8300018310547,227.80999755859375,228.44500732421875,228.44500732421875,9145169
